Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N,word_dist,pron_dist,category
grill,drill,5,0,1,grIl,4,I,1,5,6.11,drIl,4,I,1,5,5.2,1,1,3
mill,drill,3,0,1,mIl,3,I,1,4,8.49,drIl,4,I,1,5,5.2,2,2,2
quill,drill,5,0,1,kwIl,4,I,1,5,6.5,drIl,4,I,1,5,5.2,2,2,3
skill,drill,2,0,1,skIl,4,I,1,5,6.96,drIl,4,I,1,5,5.2,2,2,1
still,drill,3,0,1,stIl,4,I,1,5,6.59,drIl,4,I,1,5,5.2,2,2,2
build,drilled,1,0,1,bIld,4,I,1,5,9.4,drIld,5,I,1,7,4,4,2,0
dunk,drink,1,0,0,dVNk,4,?,1,4,7.31,drINk,5,I,1,5,5.1,2,2,0
link,drink,1,0,1,lINk,4,I,1,4,7.21,drINk,5,I,1,5,5.1,2,2,0
pink,drink,1,0,1,pINk,4,I,1,4,7.61,drINk,5,I,1,5,5.1,2,2,0
shrink,drink,2,0,1,SrINk,5,I,1,6,6.35,drINk,5,I,1,5,5.1,2,1,1
sip,drink,1,1,0,sIp,3,I,1,3,8.1,drINk,5,I,1,5,5.1,4,4,0
think,drink,4,0,1,TINk,4,I,1,5,8.14,drINk,5,I,1,5,5.1,2,2,2
creep,drip,1,0,0,krip,4,i,1,5,6.92,drIp,4,I,1,4,8.5,3,2,0
dip,drip,2,0,1,dIp,3,I,1,3,8.19,drIp,4,I,1,4,8.5,1,1,1
drop,drip,3,1,0,drAp,4,A,1,4,7.93,drIp,4,I,1,4,8.5,1,1,2
grip,drip,1,0,1,grIp,4,I,1,4,7.33,drIp,4,I,1,4,8.5,1,1,0
pipe,drip,1,0,0,paIp,3,aI,1,4,8.05,drIp,4,I,1,4,8.5,3,2,0
sip,drip,1,0,1,sIp,3,I,1,3,8.1,drIp,4,I,1,4,8.5,2,2,0
slip,drip,3,0,1,slIp,4,I,1,4,8.23,drIp,4,I,1,4,8.5,2,2,2
tip,drip,1,0,1,tIp,3,I,1,3,7.94,drIp,4,I,1,4,8.5,2,2,0
whip,drip,3,0,1,hwIp,4,I,1,4,6.47,drIp,4,I,1,4,8.5,2,2,2
five,drive,1,0,1,faIv,3,aI,1,4,8.56,draIv,4,aI,1,5,8.8,2,2,0
live,drive,1,0,1,lIv,3,I,1,4,8.63,draIv,4,aI,1,5,8.8,2,3,0
strive,drive,2,0,1,straIv,5,aI,1,6,6.33,draIv,4,aI,1,5,8.8,2,2,1
drive,driven,1,1,0,draIv,4,aI,1,5,8.81,drI.vn=,5,I.,2,6,9.9,1,4,0
cone,drone,3,0,1,kon,3,o,1,4,7.97,dron,4,o,1,5,5.8,2,2,2
loan,drone,1,0,1,lon,3,o,1,4,6.36,dron,4,o,1,5,5.8,4,2,0
prune,drone,1,0,0,prun,4,u,1,5,6.73,dron,4,o,1,5,5.8,2,2,0
tone,drone,1,0,1,ton,3,o,1,4,7.73,dron,4,o,1,5,5.8,2,2,0
cool,drool,11,0,1,kul,3,u,1,4,7.65,drul,4,u,1,5,4.9,2,2,3
fool,drool,8,0,1,ful,3,u,1,4,8.82,drul,4,u,1,5,4.9,2,2,3
rule,drool,3,0,1,rul,3,u,1,4,6.54,drul,4,u,1,5,4.9,4,1,2
tool,drool,2,0,1,tul,3,u,1,4,8.68,drul,4,u,1,5,4.9,2,2,1
yule,drool,1,0,1,jul,3,u,1,4,6.25,drul,4,u,1,5,4.9,5,2,0
drop,droop,2,0,0,drAp,4,A,1,4,7.93,drup,4,u,1,5,7.4,1,1,1
loop,droop,2,0,1,lup,3,u,1,4,7.11,drup,4,u,1,5,7.4,2,2,1
chop,drop,2,0,1,tSAp,3,A,1,4,7.05,drAp,4,A,1,4,7.9,2,2,1
draught,drop,1,0,0,draft,5,a,1,7,6.51,drAp,4,A,1,4,7.9,5,3,0
hop,drop,1,0,1,hAp,3,A,1,3,7.59,drAp,4,A,1,4,7.9,2,2,0
pop,drop,9,0,1,pAp,3,A,1,3,7.27,drAp,4,A,1,4,7.9,2,2,3
shop,drop,3,0,1,SAp,3,A,1,4,7.51,drAp,4,A,1,4,7.9,2,2,2
stop,drop,4,0,1,stAp,4,A,1,4,7.18,drAp,4,A,1,4,7.9,2,2,2
top,drop,4,0,1,tAp,3,A,1,3,7.99,drAp,4,A,1,4,7.9,2,2,2
draught,drought,3,0,0,draft,5,a,1,7,6.51,draUt,4,aU,1,7,7.6,1,1,2
clove,drove,2,0,1,klov,4,o,1,5,8.7,drov,4,o,1,5,8.5,2,2,1
doze,drove,1,0,0,doz,3,o,1,4,7.46,drov,4,o,1,5,8.5,2,2,0
grove,drove,3,0,1,grov,4,o,1,5,7.71,drov,4,o,1,5,8.5,1,1,2
stove,drove,3,0,1,stov,4,o,1,5,8.29,drov,4,o,1,5,8.5,2,2,2
clothes,droves,1,0,0,kloz,4,o,1,7,4.22,drovz,5,o,1,6,6.3,4,3,0
clown,drown,4,0,1,klaUn,4,aU,1,5,8.5,draUn,4,aU,1,5,9,2,2,2
down,drown,3,0,1,daUn,3,aU,1,4,6.51,draUn,4,aU,1,5,9,1,1,2
gown,drown,3,0,1,gaUn,3,aU,1,4,7.09,draUn,4,aU,1,5,9,2,2,2
town,drown,1,0,1,taUn,3,aU,1,4,6.45,draUn,4,aU,1,5,9,2,2,0
fudge,drudge,3,0,1,fVdZ,3,?,1,5,7.73,drVdZ,4,?,1,6,5.7,2,2,2
dope,drug,1,0,0,dop,3,o,1,4,7.58,drVg,4,?,1,4,6.4,3,3,0
hug,drug,1,0,1,hVg,3,?,1,3,7.41,drVg,4,?,1,4,6.4,2,2,0
rug,drug,1,0,1,rVg,3,?,1,3,7.39,drVg,4,?,1,4,6.4,1,1,0
bum,drum,2,0,1,bVm,3,?,1,3,8.67,drVm,4,?,1,4,5.9,2,2,1
crumb,drum,2,0,1,krVm,4,?,1,5,4.68,drVm,4,?,1,4,5.9,2,1,1
mud,drum,1,0,0,mVd,3,?,1,3,7.29,drVm,4,?,1,4,5.9,3,3,0
rum,drum,2,0,1,rVm,3,?,1,3,7.49,drVm,4,?,1,4,5.9,1,1,1
slum,drum,1,0,1,slVm,4,?,1,4,6.85,drVm,4,?,1,4,5.9,2,2,0
chunk,drunk,1,0,1,tSVNk,4,?,1,5,6.89,drVNk,5,?,1,5,6.9,2,2,0
dunk,drunk,13,0,1,dVNk,4,?,1,4,7.31,drVNk,5,?,1,5,6.9,1,1,3
junk,drunk,1,0,1,dZVNk,4,?,1,4,7.47,drVNk,5,?,1,5,6.9,2,1,0
trunk,drunk,1,0,1,trVNk,5,?,1,5,8.1,drVNk,5,?,1,5,6.9,1,1,0
fly,dry,1,0,1,flaI,3,?,1,3,6.9,draI,3,?,1,3,8.2,2,2,0
guy,dry,1,0,1,gaI,2,a,1,3,8.8,draI,3,?,1,3,8.2,2,2,0
shirt,dry,1,0,0,S3`t,3,3`,1,5,6.51,draI,3,?,1,3,8.2,4,4,0
spy,dry,1,0,1,spaI,3,a,1,3,8.38,draI,3,?,1,3,8.2,2,2,0
club,dub,2,0,1,klVb,4,?,1,4,7.61,dVb,3,?,1,3,7.9,2,2,1
plug,dub,1,0,0,plVg,4,?,1,4,8.89,dVb,3,?,1,3,7.9,3,3,0
rub,dub,9,1,1,rVb,3,?,1,3,7.74,dVb,3,?,1,3,7.9,1,1,3
shrub,dub,1,0,1,SrVb,4,?,1,5,7.11,dVb,3,?,1,3,7.9,3,2,0
buck,duck,5,0,1,bVk,3,?,1,4,7.73,dVk,3,?,1,4,7.8,1,1,3
deck,duck,1,0,0,dEk,3,E,1,4,8.71,dVk,3,?,1,4,7.8,1,1,0
luck,duck,7,0,1,lVk,3,?,1,4,8.17,dVk,3,?,1,4,7.8,1,1,3
pluck,duck,12,0,1,plVk,4,?,1,5,5.31,dVk,3,?,1,4,7.8,2,2,3
quack,duck,4,1,0,kwak,4,a,1,5,9.34,dVk,3,?,1,4,7.8,2,3,2
suck,duck,4,0,1,sVk,3,?,1,4,8.09,dVk,3,?,1,4,7.8,1,1,2
flux,ducks,3,0,1,flVks,5,?,1,4,6.18,dVks,4,?,1,5,6.1,5,2,2
blood,dud,1,0,1,blVd,4,?,1,5,8.01,dVd,3,?,1,3,8.1,4,2,0
flood,dud,2,0,1,flVd,4,?,1,5,10.04,dVd,3,?,1,3,8.1,4,2,1
stud,dud,5,0,1,stVd,4,?,1,4,6.27,dVd,3,?,1,3,8.1,2,2,3
crude,dude,1,0,1,krud,4,u,1,5,4.9,dud,3,u,1,4,7,2,2,0
feud,dude,1,0,1,fjud,4,u,1,4,8.7,dud,3,u,1,4,7,3,2,0
food,dude,6,0,1,fud,3,u,1,4,9.28,dud,3,u,1,4,7,4,1,3
huge,dude,1,1,0,hjudZ,4,u,1,4,6.96,dud,3,u,1,4,7,2,3,0
rude,dude,8,0,1,rud,3,u,1,4,7.94,dud,3,u,1,4,7,1,1,3
suds,duds,5,0,1,sVdz,4,?,1,4,6.04,dVdz,4,?,1,4,6,1,1,3
cue,due,2,0,1,kju,3,?,1,3,8.87,du,2,?,1,3,8.3,1,2,1
do,due,2,0,1,du,2,?,1,2,10.71,du,2,?,1,3,8.3,2,0,1
ewe,due,1,0,1,ju,2,?,1,3,8.41,du,2,?,1,3,8.3,2,1,0
flu,due,2,0,1,flu,3,?,1,3,9.04,du,2,?,1,3,8.3,3,2,1
sue,due,2,0,1,su,2,?,1,3,9.05,du,2,?,1,3,8.3,1,1,1
who,due,1,0,1,hu,2,?,1,3,8.19,du,2,?,1,3,8.3,3,1,0
bug,dug,3,0,1,bVg,3,?,1,3,8.46,dVg,3,?,1,3,7.8,1,1,2
mug,dug,1,0,1,mVg,3,?,1,3,7.8,dVg,3,?,1,3,7.8,1,1,0
rub,dug,1,0,0,rVb,3,?,1,3,7.74,dVg,3,?,1,3,7.8,2,2,0
fluke,duke,14,0,1,fluk,4,u,1,5,5.46,duk,3,u,1,4,6.8,2,2,3
spook,duke,1,0,1,spuk,4,u,1,5,6.78,duk,3,u,1,4,6.8,5,2,0
full,dull,4,0,0,fUl,3,U,1,4,7.92,dVl,3,?,1,4,8,1,2,2
pull,dull,4,0,0,pUl,3,U,1,4,7.23,dVl,3,?,1,4,8,1,2,2
bulb,dulled,1,0,0,bVlb,4,?,1,4,8.94,dVld,4,?,1,6,4.7,4,2,0
bum,dumb,2,0,1,bVm,3,?,1,3,8.67,dVm,3,?,1,4,8.2,2,1,1
drum,dumb,4,0,0,drVm,4,?,1,4,5.94,dVm,3,?,1,4,8.2,2,1,2
dunce,dumb,1,1,0,dVns,4,?,1,5,7.92,dVm,3,?,1,4,8.2,3,2,0
hum,dumb,5,0,1,hVm,3,?,1,3,7.39,dVm,3,?,1,4,8.2,2,1,3
plum,dumb,6,0,1,plVm,4,?,1,4,7.49,dVm,3,?,1,4,8.2,3,2,3
scum,dumb,2,0,1,skVm,4,?,1,4,4.72,dVm,3,?,1,4,8.2,3,2,1
some,dumb,4,0,1,sVm,3,?,1,4,9.47,dVm,3,?,1,4,8.2,3,1,2
thumb,dumb,10,0,1,TVm,3,?,1,5,6.65,dVm,3,?,1,4,8.2,2,1,3
dumb,dump,3,0,0,dVm,3,?,1,4,8.18,dVmp,4,?,1,4,7.9,1,1,2
pump,dump,7,0,1,pVmp,4,?,1,4,7.36,dVmp,4,?,1,4,7.9,1,1,3
stump,dump,2,0,1,stVmp,5,?,1,5,7.45,dVmp,4,?,1,4,7.9,2,2,1
dune,dun,1,0,0,dun,3,u,1,4,7.47,dVn,3,?,1,3,8.6,1,1,0
month,dunce,1,0,0,mVnT,4,?,1,5,9.11,dVns,4,?,1,5,7.9,4,2,0
dunce,dune,1,0,0,dVns,4,?,1,5,7.92,dun,3,u,1,4,7.5,1,2,0
tune,dune,5,0,0,tun,3,u,1,4,7.54,dun,3,u,1,4,7.5,1,1,3
lung,dung,2,0,1,lVN,3,?,1,4,7.83,dVN,3,?,1,4,7.3,1,1,1
tongue,dung,1,0,1,tVN,3,?,1,6,4.5,dVN,3,?,1,4,7.3,4,1,0
chunk,dunk,3,0,1,tSVNk,4,?,1,5,6.89,dVNk,4,?,1,4,7.3,2,2,2
flunk,dunk,9,0,1,flVNk,5,?,1,5,5.57,dVNk,4,?,1,4,7.3,2,2,3
monk,dunk,5,0,1,mVNk,4,?,1,4,6.04,dVNk,4,?,1,4,7.3,2,1,3
skunk,dunk,2,0,1,skVNk,5,?,1,5,5.06,dVNk,4,?,1,4,7.3,2,2,1
group,dupe,1,0,1,grup,4,u,1,5,5.27,dup,3,u,1,4,7.6,4,2,0
soup,dupe,2,0,1,sup,3,u,1,4,7.49,dup,3,u,1,4,7.6,3,1,1
husk,dusk,18,0,1,hVsk,4,?,1,4,5.8,dVsk,4,?,1,4,7.1,1,1,3
musk,dusk,29,0,1,mVsk,4,?,1,4,6.67,dVsk,4,?,1,4,7.1,1,1,3
tusk,dusk,13,0,1,tVsk,4,?,1,4,6.12,dVsk,4,?,1,4,7.1,1,1,3
desk,dust,1,0,0,dEsk,4,E,1,4,9.51,dVst,4,?,1,4,8,2,2,0
must,dust,7,0,1,mVst,4,?,1,4,8.1,dVst,4,?,1,4,8,1,1,3
rust,dust,5,0,1,rVst,4,?,1,4,8.56,dVst,4,?,1,4,8,1,1,3
dot,dutch,1,0,0,dAt,3,A,1,3,9.29,dVtS,3,?,1,5,6.9,3,2,0
much,dutch,3,0,1,mVtS,3,?,1,4,8.63,dVtS,3,?,1,5,6.9,2,1,2
touch,dutch,2,0,1,tVtS,3,?,1,5,8.2,dVtS,3,?,1,5,6.9,3,1,1
cell,dwell,1,0,1,sEl,3,E,1,4,9.1,dwEl,4,E,1,5,6.3,2,2,0
tell,dwell,1,0,1,tEl,3,E,1,4,9.38,dwEl,4,E,1,5,6.3,2,2,0
cry,dye,2,0,1,kraI,3,?,1,3,7.87,daI,2,aI,1,3,8.4,3,2,1
die,dye,2,0,1,daI,2,a,1,3,8.36,daI,2,aI,1,3,8.4,1,0,1
fly,dye,1,0,1,flaI,3,?,1,3,6.9,daI,2,aI,1,3,8.4,3,2,0
guy,dye,1,0,1,gaI,2,a,1,3,8.8,daI,2,aI,1,3,8.4,3,1,0
rye,dye,9,0,1,raI,2,a,1,3,6.88,daI,2,aI,1,3,8.4,1,1,3
sigh,dye,2,0,1,saI,2,a,1,4,9.02,daI,2,aI,1,3,8.4,4,1,1
spy,dye,1,0,1,spaI,3,?,1,3,8.38,daI,2,aI,1,3,8.4,3,2,0
try,dye,1,0,1,traI,3,?,1,3,8.07,daI,2,aI,1,3,8.4,3,2,0
bleach,each,2,0,1,blitS,4,i,1,6,3.48,itS,2,i,1,4,7.5,2,2,1
coach,each,1,0,0,kotS,3,o,1,5,6.13,itS,2,i,1,4,7.5,2,2,0
piece,each,1,0,0,pis,3,i,1,5,6.51,itS,2,i,1,4,7.5,4,3,0
reach,each,2,0,1,ritS,3,i,1,5,7.95,itS,2,i,1,4,7.5,1,1,1
wreath,each,1,0,0,riT,3,i,1,6,9.58,itS,2,i,1,4,7.5,3,3,0
bear,ear,5,0,0,bEr,3,E,1,4,8.88,Ir,2,I,1,3,9.6,1,2,3
beer,ear,3,0,1,bIr,3,I,1,4,7.39,Ir,2,I,1,3,9.6,2,1,2
care,ear,1,0,0,kEr,3,E,1,4,8.66,Ir,2,I,1,3,9.6,2,2,0
clear,ear,7,0,1,klIr,4,I,1,5,8.19,Ir,2,I,1,3,9.6,2,2,3
dear,ear,10,0,1,dIr,3,I,1,4,9.08,Ir,2,I,1,3,9.6,1,1,3
earn,ear,1,0,0,3`n,2,3`,1,4,7.55,Ir,2,I,1,3,9.6,1,3,0
fear,ear,9,0,1,fIr,3,I,1,4,9.24,Ir,2,I,1,3,9.6,1,1,3
hear,ear,9,0,1,hIr,3,I,1,4,8.96,Ir,2,I,1,3,9.6,1,1,3
hearth,ear,1,0,0,hArT,4,A,1,6,8.1,Ir,2,I,1,3,9.6,3,3,0
hoarse,ear,1,0,0,hOrs,4,O,1,6,6.12,Ir,2,I,1,3,9.6,4,3,0
near,ear,9,0,1,nIr,3,I,1,4,8.75,Ir,2,I,1,3,9.6,1,1,3
pear,ear,6,0,0,pEr,3,E,1,4,8.99,Ir,2,I,1,3,9.6,1,2,3
peer,ear,5,0,1,pIr,3,I,1,4,6.72,Ir,2,I,1,3,9.6,2,1,3
rear,ear,3,0,1,rIr,3,I,1,4,9.34,Ir,2,I,1,3,9.6,1,1,2
smear,ear,6,0,1,smIr,4,I,1,5,7.58,Ir,2,I,1,3,9.6,2,2,3
swear,ear,3,0,0,swEr,4,E,1,5,7.56,Ir,2,I,1,3,9.6,2,3,2
wear,ear,7,0,0,wEr,3,E,1,4,8.72,Ir,2,I,1,3,9.6,1,2,3
weird,eared,1,0,1,wIrd,4,I,1,5,3.14,ird,3,i,1,5,6.1,3,2,0
pearl,earl,9,0,1,p3`l,3,3`,1,5,5.73,3`l,2,3`,1,4,8,1,1,3
burn,earn,5,0,1,b3`n,3,3`,1,4,7.2,3`n,2,3`,1,4,7.6,2,1,3
lean,earn,2,0,0,lin,3,i,1,4,8.38,3`n,2,3`,1,4,7.6,2,2,1
stern,earn,5,0,1,st3`n,4,3`,1,5,7.93,3`n,2,3`,1,4,7.6,3,2,3
turn,earn,2,0,1,t3`n,3,3`,1,4,6.78,3`n,2,3`,1,4,7.6,2,1,1
yearn,earn,13,0,1,j3`n,3,3`,1,5,8.1,3`n,2,3`,1,4,7.6,1,1,3
dearth,earth,19,0,1,d3`T,3,3`,1,6,6.04,3`T,2,3`,1,5,7.1,1,1,3
dirt,earth,1,1,0,d3`t,3,3`,1,4,7.01,3`T,2,3`,1,5,7.1,3,2,0
heath,earth,1,0,0,hiT,3,i,1,5,8.77,3`T,2,3`,1,5,7.1,2,2,0
worth,earth,4,0,1,w3`T,3,3`,1,5,10.64,3`T,2,3`,1,5,7.1,2,1,2
breeze,ease,7,0,1,briz,4,i,1,6,6.83,iz,2,i,1,4,8.4,4,2,3
crease,ease,2,0,0,kris,4,i,1,6,9.6,iz,2,i,1,4,8.4,2,3,1
freeze,ease,1,0,1,friz,4,i,1,6,4.99,iz,2,i,1,4,8.4,4,2,0
lease,ease,5,0,0,lis,3,i,1,5,8,iz,2,i,1,4,8.4,1,2,3
piece,ease,1,0,0,pis,3,i,1,5,6.51,iz,2,i,1,4,8.4,4,2,0
tease,ease,8,0,1,tiz,3,i,1,5,7.68,iz,2,i,1,4,8.4,1,1,3
ease,easement,1,0,0,iz,2,i,1,4,8.4,iz.m@nt,6,i,2,8,5.8,4,5,0
beat,east,1,0,0,bit,3,i,1,4,8.38,ist,3,i,1,4,8.6,2,2,0
ease,east,1,0,0,iz,2,i,1,4,8.4,ist,3,i,1,4,8.6,1,2,0
feast,east,8,0,1,fist,4,i,1,5,10.25,ist,3,i,1,4,8.6,1,1,3
peace,east,1,0,0,pis,3,i,1,5,6.56,ist,3,i,1,4,8.6,3,2,0
priest,east,5,0,1,prist,5,i,1,6,2.01,ist,3,i,1,4,8.6,4,2,3
yeast,east,6,0,1,jist,4,i,1,5,9.82,ist,3,i,1,4,8.6,1,1,3
ease,easy,3,1,0,iz,2,i,1,4,8.4,iz.i,3,i,2,4,10,1,2,2
realm,easy,1,0,0,rElm,4,E,1,5,5.29,iz.i,3,i,2,4,10,3,4,0
beat,eat,6,0,1,bit,3,i,1,4,8.38,it,2,i,1,3,8.5,1,1,3
breath,eat,3,0,0,brET,4,E,1,6,6.76,it,2,i,1,3,8.5,3,4,2
cheat,eat,5,0,1,tSit,3,i,1,5,8.53,it,2,i,1,3,8.5,2,2,3
dead,eat,1,0,0,dEd,3,E,1,4,9.74,it,2,i,1,3,8.5,2,3,0
east,eat,2,0,0,ist,3,i,1,4,8.6,it,2,i,1,3,8.5,1,1,1
great,eat,4,0,0,gret,4,e,1,5,5.25,it,2,i,1,3,8.5,2,3,2
heat,eat,6,0,1,hit,3,i,1,4,8.92,it,2,i,1,3,8.5,1,1,3
lead,eat,1,1,0,lid,3,i,1,4,8.49,it,2,i,1,3,8.5,2,2,0
meat,eat,10,1,1,mit,3,i,1,4,8.74,it,2,i,1,3,8.5,1,1,3
reap,eat,1,0,0,rip,3,i,1,4,8.42,it,2,i,1,3,8.5,2,2,0
seat,eat,7,0,1,sit,3,i,1,4,7.53,it,2,i,1,3,8.5,1,1,3
sweat,eat,3,0,0,swEt,4,E,1,5,8.6,it,2,i,1,3,8.5,2,3,2
threat,eat,4,0,0,TrEt,4,E,1,6,9.97,it,2,i,1,3,8.5,3,3,2
wheat,eat,4,0,1,hwit,4,i,1,5,8.72,it,2,i,1,3,8.5,2,2,2
bridge,edge,1,0,0,brIdZ,4,I,1,6,6.66,EdZ,2,E,1,4,5.4,3,3,0
hedge,edge,7,0,1,hEdZ,3,E,1,5,7.62,EdZ,2,E,1,4,5.4,1,1,3
lodge,edge,1,0,0,lAdZ,3,A,1,5,8.08,EdZ,2,E,1,4,5.4,2,2,0
siege,edge,1,0,0,sidZ,3,i,1,5,6.32,EdZ,2,E,1,4,5.4,3,2,0
drill,eel,1,0,0,drIl,4,I,1,5,5.2,il,2,i,1,3,7.4,4,3,0
feel,eel,7,0,1,fil,3,i,1,4,8.94,il,2,i,1,3,7.4,1,1,3
heel,eel,4,0,1,hil,3,i,1,4,8.67,il,2,i,1,3,7.4,1,1,2
meal,eel,5,0,1,mil,3,i,1,4,7.97,il,2,i,1,3,7.4,2,1,3
realm,eel,1,0,0,rElm,4,E,1,5,5.29,il,2,i,1,3,7.4,3,3,0
reel,eel,5,0,1,ril,3,i,1,4,8.36,il,2,i,1,3,7.4,1,1,3
squeal,eel,2,0,1,skwil,5,i,1,6,6.25,il,2,i,1,3,7.4,4,3,1
steel,eel,3,0,1,stil,4,i,1,5,7.8,il,2,i,1,3,7.4,2,2,2
yield,eel,1,0,0,jild,4,i,1,5,8.88,il,2,i,1,3,7.4,3,2,0
beg,egg,2,0,1,bEg,3,E,1,3,8.42,Eg,2,E,1,3,7.1,2,1,1
siege,egg,1,0,0,sidZ,3,i,1,5,6.32,Eg,2,E,1,3,7.1,3,4,0
beige,eight,1,0,0,beZ,3,e,1,5,4.95,et,2,e,1,5,9.9,3,2,0
height,eight,7,0,0,haIt,3,aI,1,6,10.43,et,2,e,1,5,9.9,1,3,3
sleight,eight,5,0,0,slaIt,4,aI,1,7,1.79,et,2,e,1,5,9.9,2,4,3
faith,eighth,2,0,1,feT,3,e,1,5,6.15,etT,3,e,1,6,6,4,2,1
calf,elf,1,0,0,kaf,3,a,1,4,7.57,Elf,3,E,1,3,7.3,2,2,0
elm,elf,1,0,0,Elm,3,E,1,3,7.28,Elf,3,E,1,3,7.3,1,1,0
felt,elf,1,0,0,fElt,4,E,1,4,7.8,Elf,3,E,1,3,7.3,2,2,0
self,elf,13,0,1,sElf,4,E,1,4,5.8,Elf,3,E,1,3,7.3,1,1,3
wealth,elf,1,0,0,wElT,4,E,1,6,11.02,Elf,3,E,1,3,7.3,4,2,0
wolf,elf,1,0,0,wUlf,4,U,1,4,7.32,Elf,3,E,1,3,7.3,2,2,0
belt,elk,1,0,0,bElt,4,E,1,4,8.3,Elk,3,E,1,3,7.6,2,2,0
elm,elk,2,0,0,Elm,3,E,1,3,7.28,Elk,3,E,1,3,7.6,1,1,1
milk,elk,1,0,0,mIlk,4,I,1,4,7.52,Elk,3,E,1,3,7.6,2,2,0
realm,elm,2,0,1,rElm,4,E,1,5,5.29,Elm,3,E,1,3,7.3,2,1,1
hope,elope,2,0,1,hop,3,o,1,4,7.5,I.lop,4,o,2,5,7.9,2,3,1
rope,elope,1,0,1,rop,3,o,1,4,7.35,I.lop,4,o,2,5,7.9,2,3,0
edge,else,1,0,0,EdZ,2,E,1,4,5.36,Els,3,E,1,4,6.1,2,2,0
welsh,else,1,0,0,wElS,4,E,1,5,7.87,Els,3,E,1,4,6.1,2,2,0
shrewd,elude,1,0,1,Srud,4,u,1,6,3.99,I.lud,4,u,2,5,3.9,6,3,0
bend,end,9,0,1,bEnd,4,E,1,4,7.92,End,3,E,1,3,8.6,1,1,3
fiend,end,6,0,0,find,4,i,1,5,11.29,End,3,E,1,3,8.6,2,2,3
mend,end,4,0,1,mEnd,4,E,1,4,7.88,End,3,E,1,3,8.6,1,1,2
send,end,8,0,1,sEnd,4,E,1,4,7.68,End,3,E,1,3,8.6,1,1,3
tend,end,7,0,1,tEnd,4,E,1,4,7.16,End,3,E,1,3,8.6,1,1,3
lens,ends,1,0,0,lEnz,4,E,1,4,6.29,Endz,4,E,1,4,6,2,2,0
age,engage,1,0,1,edZ,2,e,1,3,8.68,In.gedZ,5,e,2,6,4.3,3,4,0
wage,engage,1,0,1,wedZ,3,e,1,4,7.82,In.gedZ,5,e,2,6,4.3,3,4,0
twice,entice,1,0,1,twaIs,4,aI,1,5,3.36,In.taIs,5,aI,2,6,11,3,4,0
her,err,1,0,0,h3`,2,3`,1,3,7.33,Er,2,E,1,3,8.3,2,3,0
each,etch,1,0,0,itS,2,i,1,4,7.54,EtS,2,E,1,4,9.6,1,1,0
ewe,eve,1,0,0,ju,2,u,1,3,8.41,iv,2,i,1,3,6.8,1,2,0
sieve,eve,2,0,0,sIv,3,I,1,5,9.35,iv,2,i,1,3,6.8,2,2,1
few,ewe,1,0,1,fju,3,?,1,3,7.63,ju,2,u,1,3,8.4,2,1,0
owe,ewe,1,0,0,o,1,o,1,3,9.01,ju,2,u,1,3,8.4,1,2,0
fact,exact,1,0,1,fakt,4,a,1,4,8.71,Ig.zakt,6,a,2,5,6,2,4,0
next,exit,2,0,0,nEkst,5,E,1,4,8.57,Eg.z@t,5,E,2,4,8.5,2,5,1
load,explode,1,0,1,lod,3,o,1,4,7.64,Ik.splod,7,o,2,7,9.2,5,5,0
cry,eye,1,0,1,kraI,3,?,1,3,7.87,aI,1,aI,1,3,6.6,3,2,0
dye,eye,3,0,1,daI,2,a,1,3,8.44,aI,1,aI,1,3,6.6,1,1,2
fly,eye,2,0,1,flaI,3,?,1,3,6.9,aI,1,aI,1,3,6.6,3,2,1
guy,eye,1,0,1,gaI,2,a,1,3,8.8,aI,1,aI,1,3,6.6,3,1,0
lyre,eye,1,0,0,laIr,3,aI,1,4,6.35,aI,1,aI,1,3,6.6,2,2,0
rye,eye,4,0,1,raI,2,aI,1,3,6.88,aI,1,aI,1,3,6.6,1,1,2
sty,eye,4,0,1,staI,3,a,1,3,9.1,aI,1,aI,1,3,6.6,3,2,2
size,eyes,1,0,1,saIz,3,aI,1,4,9.36,aIz,2,aI,1,4,5.1,4,1,0
blab,fab,1,0,1,blab,4,a,1,4,5.85,fab,3,a,1,3,8.1,2,2,0
fib,fab,1,0,1,fIb,3,I,1,3,7.43,fab,3,a,1,3,8.1,1,1,0
lab,fab,4,0,1,lab,3,a,1,3,7.7,fab,3,a,1,3,8.1,1,1,2
stab,fab,2,0,1,stab,4,a,1,4,7.81,fab,3,a,1,3,8.1,2,2,1
base,face,8,0,1,bes,3,e,1,4,7.55,fes,3,e,1,4,8.2,2,1,3
case,face,2,0,1,kes,3,e,1,4,9.16,fes,3,e,1,4,8.2,2,1,1
days,face,1,0,0,dez,3,e,1,4,7.02,fes,3,e,1,4,8.2,3,2,0
grace,face,4,0,1,gres,4,e,1,5,7.37,fes,3,e,1,4,8.2,2,2,2
place,face,2,0,1,ples,4,e,1,5,7.61,fes,3,e,1,4,8.2,2,2,1
safe,face,1,0,0,sef,3,e,1,4,8.53,fes,3,e,1,4,8.2,2,2,0
vase,face,3,0,1,ves,3,e,1,4,7.99,fes,3,e,1,4,8.2,2,1,2
