Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed ,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N
limb,dim,3,0,1,lIm,3,I,1,4,5.83,dIm,3,I,1,3,9.1
pin,dim,1,0,0,pIn,3,I,1,3,8.6,dIm,3,I,1,3,9.1
prim,dim,3,0,1,prIm,4,I,1,4,6.38,dIm,3,I,1,3,9.1
rim,dim,13,0,1,rIm,3,I,1,3,9.13,dIm,3,I,1,3,9.1
slim,dim,3,0,1,slIm,4,I,1,4,7.41,dIm,3,I,1,3,9.1
sum,dim,1,0,0,sVm,3,?,1,3,7.79,dIm,3,I,1,3,9.1
swim,dim,8,0,1,swIm,4,I,1,4,5.58,dIm,3,I,1,3,9.1
trim,dim,2,0,1,trIm,4,I,1,4,6.54,dIm,3,I,1,3,9.1
chime,dime,7,0,1,tSaIm,3,aI,1,5,5.68,daIm,3,aI,1,4,8
climb,dime,2,0,1,klaIm,4,aI,1,5,4.06,daIm,3,aI,1,4,8
crime,dime,5,0,1,kraIm,4,aI,1,5,6.49,daIm,3,aI,1,4,8
dim,dime,1,0,0,dIm,3,I,1,3,9.1,daIm,3,aI,1,4,8
fine,dime,1,0,0,faIn,3,aI,1,4,8.19,daIm,3,aI,1,4,8
grime,dime,4,0,1,graIm,4,aI,1,5,7.77,daIm,3,aI,1,4,8
lime,dime,11,0,1,laIm,3,aI,1,4,8.33,daIm,3,aI,1,4,8
mine,dime,1,0,0,maIn,3,aI,1,4,7.93,daIm,3,aI,1,4,8
prime,dime,4,0,1,praIm,4,aI,1,5,7.66,daIm,3,aI,1,4,8
rhyme,dime,8,0,1,raIm,3,aI,1,5,5.92,daIm,3,aI,1,4,8
sign,dime,1,0,0,saIn,3,aI,1,4,9.05,daIm,3,aI,1,4,8
slime,dime,2,0,1,slaIm,4,aI,1,5,6.68,daIm,3,aI,1,4,8
thyme,dime,1,0,1,taIm,3,aI,1,5,8.48,daIm,3,aI,1,4,8
time,dime,5,0,1,taIm,3,aI,1,4,7.28,daIm,3,aI,1,4,8
dim,din,1,0,0,dIm,3,I,1,3,9.1,dIn,3,I,1,3,9
fin,din,5,0,1,fIn,3,I,1,3,8.62,dIn,3,I,1,3,9
gin,din,2,0,1,dZIn,3,I,1,3,9,dIn,3,I,1,3,9
in,din,3,0,1,In,2,I,1,2,11.79,dIn,3,I,1,3,9
kin,din,2,0,1,kIn,3,I,1,3,8.78,dIn,3,I,1,3,9
pin,din,2,0,1,pIn,3,I,1,3,8.6,dIn,3,I,1,3,9
sin,din,3,0,1,sIn,3,I,1,3,8.97,dIn,3,I,1,3,9
skin,din,1,0,1,skIn,4,I,1,4,7.68,dIn,3,I,1,3,9
spin,din,2,0,1,spIn,4,I,1,4,6.89,dIn,3,I,1,3,9
thin,din,1,0,1,TIn,3,I,1,4,10.11,dIn,3,I,1,3,9
tin,din,2,0,1,tIn,3,I,1,3,8.72,dIn,3,I,1,3,9
win,din,2,0,1,wIn,3,I,1,3,8.23,dIn,3,I,1,3,9
chime,dine,1,0,0,tSaIm,3,aI,1,5,5.68,daIn,3,aI,1,4,7.8
dense,dine,1,0,0,dEns,4,E,1,5,7.13,daIn,3,aI,1,4,7.8
die,dine,1,0,0,daI,2,a,1,3,8.36,daIn,3,aI,1,4,7.8
dime,dine,1,0,0,daIm,3,aI,1,4,8.01,daIn,3,aI,1,4,7.8
dive,dine,1,0,0,daIv,3,aI,1,4,8.23,daIn,3,aI,1,4,7.8
done,dine,1,0,0,dVn,3,?,1,4,7.5,daIn,3,aI,1,4,7.8
fine,dine,4,0,1,faIn,3,aI,1,4,8.19,daIn,3,aI,1,4,7.8
line,dine,2,0,1,laIn,3,aI,1,4,8.22,daIn,3,aI,1,4,7.8
mine,dine,5,0,1,maIn,3,aI,1,4,7.93,daIn,3,aI,1,4,7.8
nine,dine,3,0,1,naIn,3,aI,1,4,8.23,daIn,3,aI,1,4,7.8
pine,dine,1,0,1,paIn,3,aI,1,4,7.88,daIn,3,aI,1,4,7.8
shine,dine,2,0,1,SaIn,3,aI,1,5,6.64,daIn,3,aI,1,4,7.8
shrine,dine,1,0,1,SraIn,4,aI,1,6,4.62,daIn,3,aI,1,4,7.8
sign,dine,2,0,1,saIn,3,aI,1,4,9.05,daIn,3,aI,1,4,7.8
wine,dine,17,1,1,waIn,3,aI,1,4,8.51,daIn,3,aI,1,4,7.8
mind,dined,1,0,1,maInd,4,aI,1,4,8.68,daInd,4,aI,1,5,5.6
wind,dined,3,0,1,wInd,4,I,1,4,9.16,daInd,4,aI,1,5,5.6
blinds,dines,1,0,0,blaIndz,6,aI,1,6,5.88,daInz,4,aI,1,5,5.8
dine,dinner,2,1,0,daIn,3,aI,1,4,7.84,dI.n@`,4,I.,2,6,4.8
hind,dinner,1,0,0,haInd,4,aI,1,4,8.8,dI.n@`,4,I.,2,6,4.8
chip,dip,7,0,1,tSIp,3,I,1,4,6.83,dIp,3,I,1,3,8.2
deep,dip,1,0,0,dip,3,i,1,4,7.7,dIp,3,I,1,3,8.2
dig,dip,1,0,0,dIg,3,I,1,3,8.35,dIp,3,I,1,3,8.2
drip,dip,2,0,1,drIp,4,I,1,4,8.52,dIp,3,I,1,3,8.2
flip,dip,6,0,1,flIp,4,I,1,4,7.4,dIp,3,I,1,3,8.2
grip,dip,1,0,1,grIp,4,I,1,4,7.33,dIp,3,I,1,3,8.2
hip,dip,6,0,1,hIp,3,I,1,3,8.14,dIp,3,I,1,3,8.2
lip,dip,8,0,1,lIp,3,I,1,3,7.98,dIp,3,I,1,3,8.2
rip,dip,10,0,1,rIp,3,I,1,3,8.04,dIp,3,I,1,3,8.2
ship,dip,5,0,1,SIp,3,I,1,4,8.38,dIp,3,I,1,3,8.2
sip,dip,10,0,1,sIp,3,I,1,3,8.1,dIp,3,I,1,3,8.2
skip,dip,6,0,1,skIp,4,I,1,4,7.78,dIp,3,I,1,3,8.2
slip,dip,7,0,1,slIp,4,I,1,4,8.23,dIp,3,I,1,3,8.2
strip,dip,4,0,1,strIp,5,I,1,5,4.28,dIp,3,I,1,3,8.2
tip,dip,3,0,1,tIp,3,I,1,3,7.94,dIp,3,I,1,3,8.2
trip,dip,3,0,1,trIp,4,I,1,4,7.15,dIp,3,I,1,3,8.2
whip,dip,2,0,1,hwIp,4,I,1,4,6.47,dIp,3,I,1,3,8.2
choir,dire,1,0,1,kwaIr,4,aI,1,5,9.83,daIr,3,aI,1,4,7.8
dirt,dire,1,0,0,d3`t,3,3`,1,4,7.01,daIr,3,aI,1,4,7.8
fire,dire,5,0,1,faIr,3,aI,1,4,8.12,daIr,3,aI,1,4,7.8
tire,dire,1,0,1,taIr,3,aI,1,4,7.59,daIr,3,aI,1,4,7.8
wire,dire,2,0,1,waIr,3,aI,1,4,8.43,daIr,3,aI,1,4,7.8
urge,dirge,1,0,1,3`dZ,2,3`,1,4,?,d3`dZ,3,3`,1,5,?
grit,dirt,1,0,1,grIt,4,I,1,4,6.6,d3`t,3,3`,1,4,7
hurt,dirt,6,0,1,h3`t,3,3`,1,4,8.15,d3`t,3,3`,1,4,7
irk,dirt,1,0,0,3`k,2,3`,1,3,7.4,d3`t,3,3`,1,4,7
shirt,dirt,1,0,1,S3`t,3,3`,1,5,6.51,d3`t,3,3`,1,4,7
skirt,dirt,2,0,1,sk3`t,4,3`,1,5,4.52,d3`t,3,3`,1,4,7
worm,dirt,1,1,0,w3`m,3,3`,1,4,9.07,d3`t,3,3`,1,4,7
dirt,dirty,1,1,0,d3`t,3,3`,1,4,7.01,d3`4.i,4,3`,2,5,5.7
shirt,dirty,1,1,0,S3`t,3,3`,1,5,6.51,d3`4.i,4,3`,2,5,5.7
arm,disarm,1,0,1,Arm,3,A,1,3,9.11,dIs.Arm,6,A,2,6,?
earn,discern,1,0,1,3`n,2,3`,1,4,7.55,dI.s3`n,5,3`,2,7,?
charge,discharge,1,0,1,tSArdZ,4,A,1,6,11.96,dIs.tSArdZ,7,A,2,9,?
freeze,disease,12,0,1,friz,4,i,1,6,4.99,dI.ziz,5,i,2,7,?
guise,disguise,8,0,1,gaIz,3,aI,1,5,6.66,dIs.gaIz,6,aI,2,8,?
prize,disguise,1,0,1,praIz,4,aI,1,5,10.32,dIs.gaIz,6,aI,2,8,?
rise,disguise,2,0,1,raIz,3,aI,1,4,7.4,dIs.gaIz,6,aI,2,8,?
fish,dish,22,0,1,fIS,3,I,1,4,7.76,dIS,3,I,1,4,8.5
wish,dish,12,0,1,wIS,3,I,1,4,9.09,dIS,3,I,1,4,8.5
joint,disjoint,1,0,1,dZOInt,4,OI,1,5,8,dIs.dZOInt,7,OI,2,8,?
desk,disk,1,0,0,dEsk,4,E,1,4,9.51,dIsk,4,I,1,4,8.2
risk,disk,1,0,1,rIsk,4,I,1,4,7.84,dIsk,4,I,1,4,8.2
like,dislike,1,1,1,laIk,3,aI,1,4,8.3,dIs.laIk,6,aI,2,7,?
cyst,dismiss,1,0,0,sIst,4,I,1,4,10.8,dI.smIs,6,I,2,7,?
miss,dismiss,1,0,1,mIs,3,I,1,4,7.56,dI.smIs,6,I,2,7,?
patch,dispatch,1,0,0,patS,3,a,1,5,7.31,dI.spatS,6,a,2,8,?
curse,disperse,1,0,1,k3`s,3,3`,1,5,6.42,dI.sp3`s,6,3`,2,8,6.5
clay,display,1,0,1,kle,3,e,1,4,6.8,dI.sple,6,e,2,7,?
solve,dissolve,3,0,1,sAlv,4,A,1,5,7.52,dI.zAlv,6,A,2,8,?
draught,distraught,1,0,1,draft,5,a,1,7,6.51,dI.strOt,7,O,2,10,?
strict,district,1,0,1,strIkt,6,I,1,6,?,dI.strIkt,8,I.,2,8,7.1
curb,disturb,5,0,1,k3`b,3,3`,1,4,6.23,dI.st3`b,6,3`,2,7,?
herb,disturb,1,0,1,3`b,2,3`,1,4,8.1,dI.st3`b,6,3`,2,7,?
hitch,ditch,7,0,1,hItS,3,I,1,5,7.37,dItS,3,I,1,5,7.7
itch,ditch,3,0,1,ItS,2,I,1,4,7.84,dItS,3,I,1,5,7.7
niche,ditch,1,0,1,nItS,3,I,1,5,4.8,dItS,3,I,1,5,7.7
pitch,ditch,7,0,1,pItS,3,I,1,5,7.61,dItS,3,I,1,5,7.7
rich,ditch,3,0,1,rItS,3,I,1,4,8.01,dItS,3,I,1,5,7.7
switch,ditch,7,0,1,swItS,4,I,1,6,6.22,dItS,3,I,1,5,7.7
which,ditch,1,0,1,hwItS,4,I,1,5,?,dItS,3,I,1,5,7.7
witch,ditch,3,0,1,wItS,3,I,1,5,7.56,dItS,3,I,1,5,7.7
dive,diva,1,0,0,daIv,3,aI,1,4,8.23,di.v@,4,i.,2,4,7.6
die,dive,1,0,0,daI,2,aI,1,3,8.36,daIv,3,aI,1,4,8.2
dove,dive,1,0,0,dVv,3,?,1,4,7.77,daIv,3,aI,1,4,8.2
drive,dive,8,0,1,draIv,4,aI,1,5,8.81,daIv,3,aI,1,4,8.2
five,dive,5,0,1,faIv,3,aI,1,4,8.56,daIv,3,aI,1,4,8.2
give,dive,1,0,0,gIv,3,I,1,4,7.51,daIv,3,aI,1,4,8.2
hive,dive,9,0,1,haIv,3,aI,1,4,9.02,daIv,3,aI,1,4,8.2
live,dive,8,0,1,lIv,3,I,1,4,8.63,daIv,3,aI,1,4,8.2
strive,dive,1,0,1,straIv,5,aI,1,6,6.33,daIv,3,aI,1,4,8.2
quiz,dizzy,1,0,0,kwIz,4,I,1,4,7.25,dI.zi,4,I.,2,5,4.7
clue,do,1,0,0,klu,3,u,1,4,8.97,du,2,u,1,2,10.7
dew,do,4,0,0,du,2,u,1,3,8.4,du,2,u,1,2,10.7
doe,do,1,0,0,do,2,o,1,3,8.45,du,2,u,1,2,10.7
doubt,do,1,0,0,daUt,3,aU,1,5,?,du,2,u,1,2,10.7
douche,do,2,0,0,duS,3,u,1,6,6.13,du,2,u,1,2,10.7
dough,do,1,0,1,do,2,o,1,5,5.45,du,2,u,1,2,10.7
dove,do,1,0,0,dVv,3,?,1,4,7.77,du,2,u,1,2,10.7
doze,do,1,0,0,doz,3,o,1,4,7.46,du,2,u,1,2,10.7
due,do,2,0,0,du,2,u,1,3,8.32,du,2,u,1,2,10.7
few,do,1,0,1,fju,3,?,1,3,7.63,du,2,u,1,2,10.7
new,do,1,0,1,nu,2,u,1,3,7.84,du,2,u,1,2,10.7
no,do,1,0,0,no,2,o,1,2,10.56,du,2,u,1,2,10.7
through,do,1,0,0,Tru,3,?,1,7,?,du,2,u,1,2,10.7
two,do,1,0,1,tu,2,u,1,3,9.94,du,2,u,1,2,10.7
who,do,3,0,1,hu,2,u,1,3,8.19,du,2,u,1,2,10.7
dock,doc,1,0,1,dAk,3,A,1,4,8.11,dAk,3,A,1,3,9.1
block,dock,1,0,1,blAk,4,A,1,5,8.09,dAk,3,A,1,4,8.1
caulk,dock,1,0,1,-,-,-,-,0,0,dAk,3,A,1,4,8.1
chalk,dock,1,0,1,tSOk,3,O,1,5,?,dAk,3,A,1,4,8.1
clock,dock,5,0,1,klAk,4,A,1,5,7.35,dAk,3,A,1,4,8.1
deck,dock,2,0,0,dEk,3,E,1,4,8.71,dAk,3,A,1,4,8.1
knock,dock,6,0,1,nAk,3,A,1,5,6.45,dAk,3,A,1,4,8.1
lock,dock,6,0,1,lAk,3,A,1,4,7.97,dAk,3,A,1,4,8.1
rock,dock,1,0,1,rAk,3,A,1,4,7.14,dAk,3,A,1,4,8.1
shock,dock,4,0,1,SAk,3,A,1,5,7.2,dAk,3,A,1,4,8.1
sock,dock,4,0,1,sAk,3,A,1,4,8.01,dAk,3,A,1,4,8.1
box,docks,1,0,1,bAks,4,A,1,3,7.92,dAks,4,A,1,5,6.7
fox,docks,1,0,1,fAks,4,A,1,3,8.31,dAks,4,A,1,5,6.7
ox,docks,1,0,1,Aks,3,A,1,2,10.29,dAks,4,A,1,5,6.7
lodge,dodge,16,0,1,lAdZ,3,A,1,5,8.08,dAdZ,3,A,1,5,7.3
do,doe,2,0,0,du,2,u,1,2,10.71,do,2,o,1,3,8.4
dough,doe,1,0,1,do,2,o,1,5,5.45,do,2,o,1,3,8.4
flow,doe,1,0,1,flo,3,?,1,4,7.17,do,2,o,1,3,8.4
foe,doe,6,0,1,fo,2,o,1,3,7.78,do,2,o,1,3,8.4
go,doe,1,0,1,go,2,o,1,2,10.55,do,2,o,1,3,8.4
hoe,doe,5,0,1,ho,2,o,1,3,7.64,do,2,o,1,3,8.4
owe,doe,1,0,1,o,1,o,1,3,9.01,do,2,o,1,3,8.4
pro,doe,1,0,1,pro,3,?,1,3,6.63,do,2,o,1,3,8.4
sew,doe,3,0,1,so,2,o,1,3,8.96,do,2,o,1,3,8.4
show,doe,1,0,1,So,2,o,1,4,7.29,do,2,o,1,3,8.4
throw,doe,1,0,1,Tro,3,?,1,5,7.29,do,2,o,1,3,8.4
toe,doe,2,0,1,to,2,o,1,3,8.76,do,2,o,1,3,8.4
buzz,does,1,0,0,bVz,3,?,1,4,6.59,dVz,3,?,1,4,6.8
cause,does,1,0,0,kOz,3,O,1,5,6.52,dVz,3,?,1,4,6.8
do,does,1,1,0,du,2,u,1,2,10.71,dVz,3,?,1,4,6.8
fuzz,does,1,0,0,fVz,3,?,1,4,6.61,dVz,3,?,1,4,6.8
hose,does,1,0,0,hoz,3,o,1,4,8.7,dVz,3,?,1,4,6.8
pause,does,1,0,0,pOz,3,O,1,5,8.59,dVz,3,?,1,4,6.8
off,doff,1,0,1,Of,2,O,1,3,5.59,dOf,3,O,1,4,6.3
bog,dog,3,0,1,bAg,3,A,1,3,8.35,dOg,3,O,1,3,8.1
clog,dog,1,0,1,klAg,4,A,1,4,3.97,dOg,3,O,1,3,8.1
dot,dog,1,0,0,dAt,3,A,1,3,9.29,dOg,3,O,1,3,8.1
fog,dog,6,0,1,fAg,3,A,1,3,7.54,dOg,3,O,1,3,8.1
frog,dog,4,0,1,frAg,4,A,1,4,8.55,dOg,3,O,1,3,8.1
god,dog,4,0,0,gAd,3,A,1,3,7.45,dOg,3,O,1,3,8.1
hog,dog,3,0,1,hOg,3,O,1,3,7.95,dOg,3,O,1,3,8.1
jog,dog,1,0,1,dZAg,3,A,1,3,8.27,dOg,3,O,1,3,8.1
log,dog,3,0,1,lOg,3,O,1,3,7.88,dOg,3,O,1,3,8.1
spot,dog,1,1,0,spAt,4,A,1,4,7.16,dOg,3,O,1,3,8.1
bowl,dole,1,0,1,bol,3,o,1,4,5.51,dol,3,o,1,4,7.7
coal,dole,1,0,1,kol,3,o,1,4,7.65,dol,3,o,1,4,7.7
doll,dole,2,0,0,dAl,3,A,1,4,7.13,dol,3,o,1,4,7.7
dolt,dole,1,0,0,dolt,4,o,1,4,7.85,dol,3,o,1,4,7.7
hole,dole,2,0,1,hol,3,o,1,4,8.13,dol,3,o,1,4,7.7
mole,dole,1,0,1,mol,3,o,1,4,7.77,dol,3,o,1,4,7.7
pole,dole,3,0,1,pol,3,o,1,4,7.53,dol,3,o,1,4,7.7
scroll,dole,1,0,1,skrol,5,o,1,6,6.33,dol,3,o,1,4,7.7
sole,dole,5,0,1,sol,3,o,1,4,8.47,dol,3,o,1,4,7.7
whole,dole,1,0,1,hol,3,o,1,5,7.41,dol,3,o,1,4,7.7
fall,doll,1,0,1,fOl,3,O,1,4,9.46,dAl,3,A,1,4,7.1
haul,doll,1,0,1,hOl,3,O,1,4,7.44,dAl,3,A,1,4,7.1
mall,doll,1,0,1,mOl,3,O,1,4,8.36,dAl,3,A,1,4,7.1
solve,doll,1,0,0,sAlv,4,A,1,5,7.52,dAl,3,A,1,4,7.1
toll,doll,2,0,0,tol,3,o,1,4,7.96,dAl,3,A,1,4,7.1
wall,doll,1,0,1,wOl,3,O,1,4,9.13,dAl,3,A,1,4,7.1
whole,doll,1,0,0,hol,3,o,1,5,7.41,dAl,3,A,1,4,7.1
doll,dolls,1,1,0,dAl,3,A,1,4,7.13,dAlz,4,A,1,5,4.8
bolt,dolt,1,0,1,bolt,4,o,1,4,7.73,dolt,4,o,1,4,7.9
colt,dolt,4,0,1,kolt,4,o,1,4,7.28,dolt,4,o,1,4,7.9
volt,dolt,1,0,1,volt,4,o,1,4,6.7,dolt,4,o,1,4,7.9
comb,dome,4,0,1,kom,3,o,1,4,8.27,dom,3,o,1,4,8.8
come,dome,2,0,0,kVm,3,?,1,4,8.87,dom,3,o,1,4,8.8
doe,dome,1,0,0,do,2,?,1,3,8.45,dom,3,o,1,4,8.8
done,dome,1,0,0,dVn,3,?,1,4,7.5,dom,3,o,1,4,8.8
dope,dome,1,0,0,dop,3,o,1,4,7.58,dom,3,o,1,4,8.8
foam,dome,4,0,1,fom,3,o,1,4,7.19,dom,3,o,1,4,8.8
gnome,dome,2,0,1,nom,3,o,1,5,?,dom,3,o,1,4,8.8
home,dome,6,0,1,hom,3,o,1,4,9.13,dom,3,o,1,4,8.8
roam,dome,1,0,1,rom,3,o,1,4,7.63,dom,3,o,1,4,8.8
some,dome,2,0,0,sVm,3,?,1,4,9.47,dom,3,o,1,4,8.8
con,don,7,0,1,kAn,3,A,1,3,8.67,dAn,3,A,1,3,9.2
do,don,1,0,0,du,2,u,1,2,10.71,dAn,3,A,1,3,9.2
on,don,4,0,1,An,2,A,1,2,10.63,dAn,3,A,1,3,9.2
son,don,1,0,0,sVn,3,?,1,3,8.41,dAn,3,A,1,3,9.2
ton,don,2,0,0,tVn,3,?,1,3,9.3,dAn,3,A,1,3,9.2
bun,done,1,0,1,bVn,3,?,1,3,9.13,dVn,3,?,1,4,7.5
come,done,2,0,0,kVm,3,?,1,4,8.87,dVn,3,?,1,4,7.5
cone,done,1,0,0,kon,3,o,1,4,7.97,dVn,3,?,1,4,7.5
do,done,1,1,0,du,2,u,1,2,10.71,dVn,3,?,1,4,7.5
doze,done,1,0,0,doz,3,o,1,4,7.46,dVn,3,?,1,4,7.5
dunce,done,2,0,0,dVns,4,?,1,5,7.92,dVn,3,?,1,4,7.5
dune,done,3,0,0,dun,3,u,1,4,7.47,dVn,3,?,1,4,7.5
fun,done,4,0,1,fVn,3,?,1,3,7.72,dVn,3,?,1,4,7.5
fund,done,1,0,0,fVnd,4,?,1,4,8.79,dVn,3,?,1,4,7.5
gone,done,6,0,0,gOn,3,O,1,4,8.5,dVn,3,?,1,4,7.5
month,done,1,0,0,mVnT,4,?,1,5,9.11,dVn,3,?,1,4,7.5
none,done,10,0,1,nVn,3,?,1,4,8.91,dVn,3,?,1,4,7.5
one,done,13,1,0,wVn,3,?,1,3,7.58,dVn,3,?,1,4,7.5
phone,done,3,0,0,fon,3,o,1,5,7.19,dVn,3,?,1,4,7.5
run,done,1,0,1,rVn,3,?,1,3,7.51,dVn,3,?,1,4,7.5
son,done,5,0,1,sVn,3,?,1,3,8.41,dVn,3,?,1,4,7.5
sun,done,3,0,1,sVn,3,?,1,3,8.41,dVn,3,?,1,4,7.5
ton,done,1,0,1,tVn,3,?,1,3,9.3,dVn,3,?,1,4,7.5
honk,donkey,1,0,0,hANk,4,A,1,4,6.51,dAN.ki,5,A,2,6,8.5
swamp,donkey,1,0,0,swAmp,5,A,1,5,6.87,dAN.ki,5,A,2,6,8.5
pond,donned,1,0,1,pAnd,4,A,1,4,6.8,dAnd,4,A,1,6,3.8
bloom,doom,6,0,1,blum,4,u,1,5,8.44,dum,3,u,1,4,8.8
boom,doom,1,0,1,bum,3,u,1,4,8.39,dum,3,u,1,4,8.8
broom,doom,2,0,1,brum,4,u,1,5,7.54,dum,3,u,1,4,8.8
comb,doom,1,0,0,kom,3,o,1,4,8.27,dum,3,u,1,4,8.8
dawn,doom,1,0,0,dOn,3,O,1,4,8.03,dum,3,u,1,4,8.8
dumb,doom,1,0,0,dVm,3,?,1,4,8.18,dum,3,u,1,4,8.8
gloom,doom,11,0,1,glum,4,u,1,5,7.83,dum,3,u,1,4,8.8
groom,doom,2,0,1,grum,4,u,1,5,6.75,dum,3,u,1,4,8.8
room,doom,8,0,1,rum,3,u,1,4,7.67,dum,3,u,1,4,8.8
tomb,doom,4,0,1,tum,3,u,1,4,8.04,dum,3,u,1,4,8.8
tune,doom,1,0,0,tun,3,u,1,4,7.54,dum,3,u,1,4,8.8
whom,doom,5,0,1,hum,3,u,1,4,5.98,dum,3,u,1,4,8.8
womb,doom,1,0,1,wum,3,u,1,4,8.59,dum,3,u,1,4,8.8
zoom,doom,2,0,1,zum,3,u,1,4,8.54,dum,3,u,1,4,8.8
car,door,1,0,0,kAr,3,A,1,3,8.84,dOr,3,O,1,4,5.5
chore,door,3,0,1,tSOr,3,O,1,5,7.21,dOr,3,O,1,4,5.5
doe,door,1,0,0,do,2,o,1,3,8.45,dOr,3,O,1,4,5.5
dorm,door,3,0,0,dOrm,4,O,1,4,7.36,dOr,3,O,1,4,5.5
dough,door,1,0,0,do,2,o,1,5,5.45,dOr,3,O,1,4,5.5
for,door,3,0,1,fOr,3,O,1,3,7.67,dOr,3,O,1,4,5.5
four,door,5,0,1,fOr,3,O,1,4,8.21,dOr,3,O,1,4,5.5
knob,door,1,0,0,nAb,3,A,1,4,7.69,dOr,3,O,1,4,5.5
oar,door,2,0,1,Or,2,O,1,3,9.04,dOr,3,O,1,4,5.5
or,door,1,0,1,Or,2,O,1,2,9.72,dOr,3,O,1,4,5.5
poor,door,2,0,1,pUr,3,U,1,4,7.76,dOr,3,O,1,4,5.5
pour,door,1,0,1,pOr,3,O,1,4,7.86,dOr,3,O,1,4,5.5
roar,door,1,0,1,rOr,3,O,1,4,7.38,dOr,3,O,1,4,5.5
shore,door,1,0,1,SOr,3,O,1,5,7.9,dOr,3,O,1,4,5.5
tour,door,1,0,0,tUr,3,U,1,4,8.3,dOr,3,O,1,4,5.5
war,door,2,0,1,wOr,3,O,1,3,9.39,dOr,3,O,1,4,5.5
whore,door,3,0,1,hOr,3,O,1,5,8.97,dOr,3,O,1,4,5.5
dot,dope,1,0,0,dAt,3,A,1,3,9.29,dop,3,o,1,4,7.6
hope,dope,12,0,1,hop,3,o,1,4,7.5,dop,3,o,1,4,7.6
pope,dope,14,0,1,pop,3,o,1,4,7.56,dop,3,o,1,4,7.6
rope,dope,15,0,1,rop,3,o,1,4,7.35,dop,3,o,1,4,7.6
slope,dope,6,0,1,slop,4,o,1,5,5.69,dop,3,o,1,4,7.6
soap,dope,4,0,1,sop,3,o,1,4,8.29,dop,3,o,1,4,7.6
form,dorm,11,0,1,fOrm,4,O,1,4,8.27,dOrm,4,O,1,4,7.4
norm,dorm,4,0,1,nOrm,4,O,1,4,6.95,dOrm,4,O,1,4,7.4
storm,dorm,3,0,1,stOrm,5,O,1,5,9.29,dOrm,4,O,1,4,7.4
warm,dorm,3,0,1,wOrm,4,O,1,4,8.05,dOrm,4,O,1,4,7.4
worm,dorm,1,0,0,w3`m,3,3`,1,4,9.07,dOrm,4,O,1,4,7.4
close,dose,2,0,1,kloz,4,o,1,5,8.94,dos,3,o,1,4,7.9
doze,dose,1,0,0,doz,3,o,1,4,7.46,dos,3,o,1,4,7.9
gross,dose,2,0,0,gros,4,o,1,5,6.81,dos,3,o,1,4,7.9
hose,dose,1,0,0,hoz,3,o,1,4,8.7,dos,3,o,1,4,7.9
rose,dose,1,0,0,roz,3,o,1,4,7.79,dos,3,o,1,4,7.9
blot,dot,2,0,1,blAt,4,A,1,4,8.44,dAt,3,A,1,3,9.3
dolt,dot,1,0,0,dolt,4,o,1,4,7.85,dAt,3,A,1,3,9.3
doubt,dot,1,0,0,daUt,3,aU,1,5,?,dAt,3,A,1,3,9.3
hot,dot,1,0,1,hAt,3,A,1,3,8.59,dAt,3,A,1,3,9.3
lot,dot,1,0,1,lAt,3,A,1,3,8.61,dAt,3,A,1,3,9.3
not,dot,1,0,1,nAt,3,A,1,3,8.89,dAt,3,A,1,3,9.3
pot,dot,1,0,1,pAt,3,A,1,3,8.89,dAt,3,A,1,3,9.3
rot,dot,1,0,1,rAt,3,A,1,3,8.92,dAt,3,A,1,3,9.3
shot,dot,1,0,1,SAt,3,A,1,4,7.71,dAt,3,A,1,3,9.3
spot,dot,8,1,1,spAt,4,A,1,4,7.16,dAt,3,A,1,3,9.3
squat,dot,2,0,1,skwAt,5,A,1,5,5.77,dAt,3,A,1,3,9.3
watt,dot,1,0,1,wAt,3,A,1,4,7.65,dAt,3,A,1,3,9.3
yacht,dot,1,0,0,jAt,3,A,1,5,5.02,dAt,3,A,1,3,9.3
doubt,double,2,0,0,daUt,3,aU,1,5,?,dV.bl=,4,?,2,6,3.6
count,doubt,2,0,0,kaUnt,4,aU,1,5,8.62,daUt,3,aU,1,5,?
debt,doubt,2,0,0,dEt,3,E,1,4,7.01,daUt,3,aU,1,5,?
draught,doubt,1,0,0,draft,5,a,1,7,6.51,daUt,3,aU,1,5,?
drought,doubt,1,0,1,draUt,4,aU,1,7,7.56,daUt,3,aU,1,5,?
route,doubt,2,0,1,rut,3,u,1,5,5.93,daUt,3,aU,1,5,?
scout,doubt,2,0,1,skaUt,4,aU,1,5,7.08,daUt,3,aU,1,5,?
shout,doubt,3,0,1,SaUt,3,aU,1,5,7.25,daUt,3,aU,1,5,?
dunce,douche,1,0,0,dVns,4,?,1,5,7.92,duS,3,u,1,6,6.1
gauche,douche,1,0,0,goS,3,o,1,6,4.45,duS,3,u,1,6,6.1
touch,douche,1,0,0,tVtS,3,?,1,5,8.2,duS,3,u,1,6,6.1
bough,dough,1,0,1,baU,2,?,1,5,5.72,do,2,o,1,5,5.4
cough,dough,1,0,0,kOf,3,O,1,5,5.62,do,2,o,1,5,5.4
crow,dough,1,0,1,kro,3,?,1,4,7.87,do,2,o,1,5,5.4
